<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
МТС-ао;D;20171201;000000;281,8;283,9;276,05;277,4;724280;0
МТС-ао;D;20171204;000000;277,3;277,3;265,45;266;2647200;0
МТС-ао;D;20171205;000000;265;267,9;261,25;264;1195950;0
МТС-ао;D;20171206;000000;264;275;263,3;264,9;3664540;0
МТС-ао;D;20171207;000000;267;270,4;247,75;248;7092600;0
МТС-ао;D;20171208;000000;249,65;254,7;245,1;246,4;3921680;0
МТС-ао;D;20171211;000000;247,3;253,05;246,05;252,9;2565390;0
МТС-ао;D;20171212;000000;253,05;256,65;250,35;253,15;2893450;0
МТС-ао;D;20171213;000000;247;253,15;245,85;250,85;2047020;0
МТС-ао;D;20171214;000000;250,9;257,95;250,8;256,2;1334450;0
МТС-ао;D;20171215;000000;257,8;267,4;254,95;266;3058460;0
МТС-ао;D;20171218;000000;266,5;269,2;256,2;263;4543170;0
МТС-ао;D;20171219;000000;263,25;264,6;258;262,15;2945500;0
МТС-ао;D;20171220;000000;261;263,1;257,45;260,6;2094880;0
МТС-ао;D;20171221;000000;261,1;269,3;258,6;269;3246260;0
МТС-ао;D;20171222;000000;270,35;275,7;267,1;271,4;2290520;0
МТС-ао;D;20171225;000000;282;292,15;278,6;285,5;1866720;0
МТС-ао;D;20171226;000000;285,5;285,75;281;281,25;662740;0
МТС-ао;D;20171227;000000;281,2;282,55;278,5;280,5;1654360;0
МТС-ао;D;20171228;000000;279;280,3;276;279,9;596790;0
МТС-ао;D;20171229;000000;278,5;278,8;274,4;276;698140;0
МТС-ао;D;20180103;000000;276;278,9;271,3;275,5;1552660;0
МТС-ао;D;20180104;000000;277,3;282,85;273,4;282,1;1848890;0
МТС-ао;D;20180105;000000;282;282,6;276,45;281,35;837140;0
МТС-ао;D;20180109;000000;281;287,5;281;283,05;1439570;0
МТС-ао;D;20180110;000000;283,55;287,25;280,35;284,45;1275140;0
МТС-ао;D;20180111;000000;284,4;293,4;283,45;293;2659280;0
МТС-ао;D;20180112;000000;292,85;295,9;287,7;294,3;1558040;0
МТС-ао;D;20180115;000000;294;297,5;290,95;294,7;1257710;0
МТС-ао;D;20180116;000000;294,7;297,85;289,65;290;1463390;0
МТС-ао;D;20180117;000000;289,05;290,05;285,2;287,05;1606620;0
МТС-ао;D;20180118;000000;288,95;292,65;287;288,6;882310;0
МТС-ао;D;20180119;000000;290,35;292,9;287,9;292,2;817290;0
МТС-ао;D;20180122;000000;292,4;298;291,5;295,7;1633050;0
МТС-ао;D;20180123;000000;296,9;303,85;295;301,9;2375140;0
МТС-ао;D;20180124;000000;302,05;303,7;297,4;299,85;2503020;0
МТС-ао;D;20180125;000000;300;306,5;297,3;305,3;2182030;0
МТС-ао;D;20180126;000000;304;308,85;303,25;306,9;1551160;0
МТС-ао;D;20180129;000000;306;308,5;301,8;303,8;1536110;0
МТС-ао;D;20180130;000000;303,8;308,5;302,3;303,35;985140;0
МТС-ао;D;20180131;000000;303,45;311,55;301;309;1597760;0
МТС-ао;D;20180201;000000;307,5;312,85;305;311,5;2126350;0
МТС-ао;D;20180202;000000;310;311,1;302,3;304,4;1496550;0
МТС-ао;D;20180205;000000;302;307,5;295,25;304,55;2382210;0
МТС-ао;D;20180206;000000;298,65;307;296;302,75;3032030;0
МТС-ао;D;20180207;000000;304;305;299,45;301;1533680;0
МТС-ао;D;20180208;000000;300,05;302;295,75;295,75;1525630;0
МТС-ао;D;20180209;000000;294;295,45;289,4;294;2938690;0
МТС-ао;D;20180212;000000;294,45;301,8;291;301;2046920;0
МТС-ао;D;20180213;000000;301;304,7;300;304;1342810;0
МТС-ао;D;20180214;000000;304,45;304,65;298,1;300,8;1743830;0
МТС-ао;D;20180215;000000;304,9;307;300;304;1293940;0
МТС-ао;D;20180216;000000;303;310;303;306,15;1433520;0
